year,district,khoroo,building_id,area_m2,floors,DateTime,OutdoorTemp,Humidity,WindSpeed,Occupancy,Heating_kW,Electric_kW,kwh_t-1,kwh_t-24,Use_kW,day_of_week,hour,is_weekend,season,holiday,load_profile,month,day,heating_season,is_peak_hour,is_extreme_cold,total_load_kW
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 01:00:00,-19.8,76.0,4.8,257,497.16,80.19,600.7161222128016,471.1,577.35,3,1,0,өвөл,0,night,1,2,1,0,0,590.8190064558746
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 02:00:00,-20.6,77.0,4.7,280,537.26,80.19,563.6931946729725,431.01,619.45,3,2,0,өвөл,0,night,1,2,1,0,0,597.4934784800653
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 03:00:00,-21.9,80.0,5.2,203,495.16,78.18,623.907743986537,441.03,573.34,3,3,0,өвөл,0,night,1,2,1,0,0,633.2118871687683
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 04:00:00,-22.0,80.0,5.2,262,531.24,76.18,566.2132828566494,451.05,607.42,3,4,0,өвөл,0,night,1,2,1,0,0,644.262559046388
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 05:00:00,-21.0,76.0,4.6,267,527.23,82.19,603.9589861123648,414.97,609.43,3,5,0,өвөл,0,night,1,2,1,0,0,611.0617658641562
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 06:00:00,-20.6,78.0,4.8,156,519.21,116.27,602.2906117111397,416.98,635.49,3,6,0,өвөл,0,morning_peak,1,2,1,0,0,633.1512277009829
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 07:00:00,-20.4,77.0,3.8,263,505.18,104.24,657.4677095837411,424.99,609.43,3,7,0,өвөл,0,morning_peak,1,2,1,0,0,630.8059761421738
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 08:00:00,-21.1,75.0,3.7,269,523.22,102.24,609.2698523029868,471.1,623.46,3,8,0,өвөл,0,morning_peak,1,2,1,0,0,621.6776975630801
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 09:00:00,-21.2,74.0,3.7,268,533.25,110.26,610.9100148981107,449.05,643.5,3,9,0,өвөл,0,morning_peak,1,2,1,0,0,584.8970867860844
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 10:00:00,-18.9,71.0,2.9,227,429.0,78.18,653.2596858554917,376.88,507.19,3,10,0,өвөл,0,day,1,2,1,0,0,546.072793506806
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 11:00:00,-16.7,71.0,2.2,196,479.12,76.18,492.70440738728405,402.94,555.3,3,11,0,өвөл,0,day,1,2,1,0,0,587.7472553573068
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 12:00:00,-13.2,69.0,2.5,271,433.01,80.19,557.7782149204265,372.87,513.2,3,12,0,өвөл,0,day,1,2,1,0,0,522.745626060377
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 13:00:00,-10.6,64.0,4.7,215,443.04,82.19,489.94806018730833,392.92,525.23,3,13,0,өвөл,0,day,1,2,1,0,0,514.2105280744585
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 14:00:00,-11.0,64.0,5.9,210,406.95,78.18,509.47076496716664,382.9,485.13,3,14,0,өвөл,0,day,1,2,1,0,0,485.3681295140006
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 15:00:00,-10.6,66.0,5.9,163,420.98,76.18,487.4658041499447,352.83,497.16,3,15,0,өвөл,0,day,1,2,1,0,0,431.4383960194055
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 16:00:00,-12.3,76.0,6.8,162,410.96,76.18,505.9220769753548,362.85,487.14,3,16,0,өвөл,0,day,1,2,1,0,0,460.1672978041968
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 17:00:00,-12.3,65.0,5.9,162,485.13,124.29,489.17332433937645,439.03,609.43,3,17,0,өвөл,0,evening_peak,1,2,1,0,0,663.2761364938558
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 18:00:00,-13.6,71.0,1.5,271,463.08,126.3,608.05780634926,609.43,589.38,3,18,0,өвөл,0,evening_peak,1,2,1,1,0,604.6234178804108
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 19:00:00,-14.2,72.0,2.5,187,503.18,122.29,585.8073349264722,621.45,625.46,3,19,0,өвөл,0,evening_peak,1,2,1,1,0,564.5183296679448
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 20:00:00,-15.5,72.0,3.3,250,651.52,144.34,607.9169942089532,623.46,797.87,3,20,0,өвөл,0,evening_peak,1,2,1,1,0,764.8493103471405
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 21:00:00,-13.4,73.0,3.6,161,601.41,158.37,789.3288817759947,693.62,759.78,3,21,0,өвөл,0,evening_peak,1,2,1,1,0,686.6401864512876
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 22:00:00,-16.9,76.0,3.6,271,675.58,160.38,754.3144143143112,673.58,835.95,3,22,0,өвөл,0,evening_peak,1,2,1,1,0,803.3287781881796
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-02 23:00:00,-17.7,76.0,3.8,263,619.45,116.27,848.4930000075916,575.35,735.72,3,23,0,өвөл,0,late_evening,1,2,1,0,0,729.6442946838022
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 00:00:00,-17.3,74.0,4.5,182,683.6,86.2,739.7971105760228,599.4,769.8,4,0,0,өвөл,0,night,1,3,1,0,0,831.4457705457563
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 01:00:00,-17.4,73.0,4.5,199,661.55,96.23,748.8811202965668,577.35,757.77,4,1,0,өвөл,0,night,1,3,1,0,0,787.516642461389
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 02:00:00,-17.4,73.0,4.2,157,691.62,86.2,761.6153313436789,619.45,777.82,4,2,0,өвөл,0,night,1,3,1,0,0,766.0692408480064
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 03:00:00,-17.7,73.0,4.4,197,645.51,88.21,773.2509095709195,573.34,731.71,4,3,0,өвөл,0,night,1,3,1,0,0,722.4530580540949
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 04:00:00,-18.5,74.0,4.4,209,661.55,82.19,723.6781637142892,607.42,745.74,4,4,0,өвөл,0,night,1,3,1,0,0,715.890519071132
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 05:00:00,-18.5,75.0,4.3,201,661.55,90.21,752.9976808104929,609.43,751.76,4,5,0,өвөл,0,night,1,3,1,0,0,792.7429378924893
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 06:00:00,-18.4,77.0,5.1,197,643.5,120.28,763.99304807879,635.49,763.79,4,6,0,өвөл,0,morning_peak,1,3,1,0,0,809.9818197716191
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 07:00:00,-19.8,78.0,4.7,223,621.45,128.3,774.8398542660717,609.43,749.75,4,7,0,өвөл,0,morning_peak,1,3,1,0,0,699.5816249083936
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 08:00:00,-19.8,76.0,4.5,207,633.48,118.28,739.7924897527671,623.46,751.76,4,8,0,өвөл,0,morning_peak,1,3,1,0,0,687.0840436763834
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 09:00:00,-19.6,76.0,4.0,288,651.52,118.28,748.0911235574703,643.5,769.8,4,9,0,өвөл,0,morning_peak,1,3,1,0,0,757.5403012048423
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 10:00:00,-17.6,73.0,3.3,221,541.27,86.2,773.7305173229317,507.19,625.46,4,10,0,өвөл,0,day,1,3,1,0,0,619.3332399513747
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 11:00:00,-16.5,74.0,1.9,162,591.38,84.2,637.0350688363332,555.3,675.58,4,11,0,өвөл,0,day,1,3,1,0,0,684.3174582547642
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 12:00:00,-12.7,72.0,0.5,202,561.31,92.22,669.8944867075319,513.2,653.53,4,12,0,өвөл,0,day,1,3,1,0,0,598.8066765563408
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 13:00:00,-9.1,65.0,3.1,168,575.35,90.21,651.327113249588,525.23,665.56,4,13,0,өвөл,0,day,1,3,1,0,0,786.4134341597166
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 14:00:00,-9.3,64.0,3.8,253,513.2,88.21,652.433079343918,485.13,601.41,4,14,0,өвөл,0,day,1,3,1,0,0,598.9321064997615
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 15:00:00,-9.1,66.0,3.5,239,523.22,94.22,587.2167314045691,497.16,617.44,4,15,0,өвөл,0,day,1,3,1,0,0,593.3968525338104
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 16:00:00,-9.9,65.0,3.6,299,541.27,94.22,627.0808070360147,487.14,635.49,4,16,0,өвөл,0,day,1,3,1,0,0,662.7481024441875
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 17:00:00,-10.9,62.0,2.6,266,643.5,146.34,651.5821019979926,609.43,789.85,4,17,0,өвөл,0,evening_peak,1,3,1,0,0,863.6430294432782
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 18:00:00,-12.5,72.0,3.1,242,607.42,162.38,788.9955832323577,589.38,769.8,4,18,0,өвөл,0,evening_peak,1,3,1,1,0,749.0677312058581
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 19:00:00,-14.4,73.0,3.8,283,663.55,150.35,781.7071502175296,625.46,815.91,4,19,0,өвөл,0,evening_peak,1,3,1,1,0,852.1853177606379
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 20:00:00,-16.2,74.0,4.5,278,906.12,172.4,820.2008951797769,797.87,1078.52,4,20,0,өвөл,0,evening_peak,1,3,1,1,0,1059.2590624802829
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 21:00:00,-15.6,72.0,5.2,184,870.03,176.41,1070.8655047238465,759.78,1048.45,4,21,0,өвөл,0,evening_peak,1,3,1,1,0,999.6880829414464
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 22:00:00,-17.8,72.0,5.4,150,878.05,204.48,1052.7380425462711,835.95,1082.53,4,22,0,өвөл,0,evening_peak,1,3,1,1,0,1043.9788924530565
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-03 23:00:00,-18.1,71.0,5.7,245,791.85,150.35,1100.779160018005,735.72,942.2,4,23,0,өвөл,0,late_evening,1,3,1,0,0,978.4101016981989
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 00:00:00,-18.1,70.0,5.2,211,942.2,112.26,941.7749157498699,769.8,1054.47,5,0,1,өвөл,0,night,1,4,1,0,0,1020.641341483727
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 01:00:00,-18.8,71.0,5.2,272,888.08,108.25,1073.0348592944151,757.77,996.33,5,1,1,өвөл,0,night,1,4,1,0,0,974.1090021098553
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 02:00:00,-18.7,71.0,5.1,291,882.06,104.24,965.2461176962325,777.82,984.3,5,2,1,өвөл,0,night,1,4,1,0,0,928.0063005521818
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 03:00:00,-19.0,71.0,5.4,179,876.05,112.26,994.0520635390396,731.71,988.31,5,3,1,өвөл,0,night,1,4,1,0,0,1019.6359239056771
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 04:00:00,-19.3,70.0,5.0,286,936.19,102.24,989.3428336217822,745.74,1038.43,5,4,1,өвөл,0,night,1,4,1,0,0,1062.2183555444672
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 05:00:00,-18.8,69.0,5.1,204,825.93,106.25,1034.882208546804,751.76,932.18,5,5,1,өвөл,0,night,1,4,1,0,0,999.9973817650321
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 06:00:00,-20.4,71.0,6.1,219,1108.59,166.39,933.2687628622643,763.79,1274.98,5,6,1,өвөл,0,morning_peak,1,4,1,0,0,1312.9935987087001
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 07:00:00,-19.4,71.0,6.5,254,1114.61,158.37,1251.3970345749924,749.75,1272.98,5,7,1,өвөл,0,morning_peak,1,4,1,0,0,1299.2612239217428
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 08:00:00,-21.1,70.0,6.8,171,1144.68,180.42,1270.3735421822803,751.76,1325.1,5,8,1,өвөл,0,morning_peak,1,4,1,0,0,1363.7452471164606
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 09:00:00,-21.1,70.0,7.2,175,1132.65,170.4,1329.3372233560958,769.8,1305.05,5,9,1,өвөл,0,morning_peak,1,4,1,0,0,1288.349543482745
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 10:00:00,-17.5,68.0,7.2,295,316.74,76.18,1322.5855550707847,625.46,392.92,5,10,1,өвөл,0,day,1,4,1,0,0,395.0833330825783
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 11:00:00,-14.6,72.0,7.6,189,286.67,76.18,386.7706038464519,675.58,362.85,5,11,1,өвөл,0,day,1,4,1,0,0,379.74414495461264
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 12:00:00,-11.1,71.0,8.1,190,286.67,76.18,353.2570361820896,653.53,362.85,5,12,1,өвөл,0,day,1,4,1,0,0,347.9692270558157
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 13:00:00,-7.9,66.0,7.4,239,276.65,76.18,356.89653648802704,665.56,352.83,5,13,1,өвөл,0,day,1,4,1,0,0,382.85021443723554
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 14:00:00,-7.3,61.0,7.2,205,288.68,76.18,363.69145810248875,601.41,364.85,5,14,1,өвөл,0,day,1,4,1,0,0,376.4884208001214
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 15:00:00,-6.8,65.0,6.4,248,304.71,76.18,368.75070804367255,617.44,380.89,5,15,1,өвөл,0,day,1,4,1,0,0,419.3820364316456
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 16:00:00,-10.0,73.0,8.9,275,312.73,76.18,374.6042725078835,635.49,388.91,5,16,1,өвөл,0,day,1,4,1,0,0,366.05268363728817
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 17:00:00,-12.3,73.0,10.5,156,358.84,114.27,395.00003694914665,789.85,475.11,5,17,1,өвөл,0,evening_peak,1,4,1,0,0,447.18352827012194
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 18:00:00,-14.0,75.0,11.3,240,358.84,112.26,476.26184760286867,769.8,469.1,5,18,1,өвөл,0,evening_peak,1,4,1,1,0,477.82554650518443
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 19:00:00,-14.6,76.0,11.8,246,364.85,100.23,480.5931971178624,815.91,467.09,5,19,1,өвөл,0,evening_peak,1,4,1,1,0,469.97571642671744
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 20:00:00,-15.1,75.0,10.7,248,348.82,108.25,458.7599774695592,1078.52,457.07,5,20,1,өвөл,0,evening_peak,1,4,1,1,0,446.62460935321434
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 21:00:00,-14.4,73.0,10.3,220,330.77,118.28,453.1822127552239,1048.45,449.05,5,21,1,өвөл,0,evening_peak,1,4,1,1,0,420.54963693212306
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 22:00:00,-14.2,74.0,9.9,177,348.82,114.27,444.3975459641931,1082.53,463.08,5,22,1,өвөл,0,evening_peak,1,4,1,1,0,456.8805041062788
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-04 23:00:00,-15.0,73.0,9.5,168,350.82,84.2,445.7150562401948,942.2,435.02,5,23,1,өвөл,0,late_evening,1,4,1,0,0,439.74269544552595
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 00:00:00,-14.1,73.0,9.7,235,338.79,76.18,438.5335356587421,1054.47,414.97,6,0,1,өвөл,0,night,1,5,1,0,0,387.8206730878272
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 01:00:00,-13.7,72.0,9.0,250,354.83,76.18,418.0674812559244,996.33,431.01,6,1,1,өвөл,0,night,1,5,1,0,0,422.1661247700403
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 02:00:00,-14.3,72.0,8.7,298,332.78,76.18,431.0706723471652,984.3,408.96,6,2,1,өвөл,0,night,1,5,1,0,0,
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 03:00:00,-13.6,73.0,9.3,189,326.76,76.18,406.17656934011336,988.31,402.94,6,3,1,өвөл,0,night,1,5,1,0,0,418.8097332981013
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 04:00:00,-12.9,73.0,9.3,232,501.17,78.18,386.14629839391273,1038.43,579.35,6,4,1,өвөл,0,night,1,5,1,0,0,571.058482350644
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 05:00:00,-14.0,73.0,9.3,211,489.14,84.2,574.3589458382586,932.18,573.34,6,5,1,өвөл,0,night,1,5,1,0,0,550.3762547322472
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 06:00:00,-14.0,73.0,9.9,233,451.05,108.25,569.2736129004,1274.98,557.3,6,6,1,өвөл,0,morning_peak,1,5,1,0,0,560.5105180046119
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 07:00:00,-13.0,71.0,7.9,279,461.08,110.26,547.7807944205939,1272.98,573.34,6,7,1,өвөл,0,morning_peak,1,5,1,0,0,567.4126605042505
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 08:00:00,-13.1,70.0,5.2,246,489.14,132.31,571.426307682805,1325.1,621.45,6,8,1,өвөл,0,morning_peak,1,5,1,0,0,575.9272270294564
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 09:00:00,-12.9,69.0,1.1,290,453.06,106.25,626.2441569805218,1305.05,559.31,6,9,1,өвөл,0,morning_peak,1,5,1,0,0,546.7112764613387
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 10:00:00,-13.3,74.0,4.0,292,420.98,78.18,581.6900324942778,392.92,499.17,6,10,1,өвөл,0,day,1,5,1,0,0,484.44993373128693
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 11:00:00,-12.5,75.0,6.4,213,424.99,80.19,501.24140617552547,362.85,505.18,6,11,1,өвөл,0,day,1,5,1,0,0,505.7554748506459
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 12:00:00,-12.6,78.0,8.2,273,453.06,76.18,508.23589502582445,362.85,529.24,6,12,1,өвөл,0,day,1,5,1,0,0,509.82439423581985
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 13:00:00,-11.2,75.0,12.0,275,418.98,78.18,528.3566819702959,352.83,497.16,6,13,1,өвөл,0,day,1,5,1,0,0,483.52681816200624
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 14:00:00,-10.7,76.0,16.3,285,429.0,76.18,474.393335208413,364.85,505.18,6,14,1,өвөл,0,day,1,5,1,0,0,500.57839426602004
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 15:00:00,-12.0,78.0,16.0,162,414.97,82.19,504.8654067280845,380.89,497.16,6,15,1,өвөл,0,day,1,5,1,0,0,513.0290812318708
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 16:00:00,-12.7,80.0,14.3,153,449.05,76.18,497.8746453882156,388.91,525.23,6,16,1,өвөл,0,day,1,5,1,0,0,527.667347063973
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 17:00:00,-13.2,80.0,9.7,166,489.14,126.3,554.456938067618,475.11,613.43,6,17,1,өвөл,0,evening_peak,1,5,1,0,0,695.1663419041787
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 18:00:00,-16.4,84.0,7.9,206,499.17,138.32,611.1475926086239,469.1,637.49,6,18,1,өвөл,0,evening_peak,1,5,1,1,0,597.172223600666
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 19:00:00,-18.2,85.0,8.2,152,493.15,156.37,641.0679290448827,467.09,647.51,6,19,1,өвөл,0,evening_peak,1,5,1,1,0,677.0262946399833
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 20:00:00,-18.0,86.0,7.9,202,533.25,140.33,647.0981368143837,457.07,671.57,6,20,1,өвөл,0,evening_peak,1,5,1,1,0,668.9482052360771
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 21:00:00,-17.9,84.0,8.2,291,495.16,134.31,657.7033644576137,449.05,629.47,6,21,1,өвөл,0,evening_peak,1,5,1,1,0,817.6369365899143
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 22:00:00,-19.9,86.0,7.8,289,491.15,138.32,643.0298573330623,463.08,629.47,6,22,1,өвөл,0,evening_peak,1,5,1,1,0,617.5605641770036
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-05 23:00:00,-20.0,88.0,8.0,299,513.2,102.24,638.3918595549096,435.02,615.44,6,23,1,өвөл,0,late_evening,1,5,1,0,0,568.8673996698346
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-06 00:00:00,-20.1,89.0,7.9,228,517.21,76.18,624.8257772277237,414.97,593.39,0,0,0,өвөл,0,night,1,6,1,0,0,595.8420884981629
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-06 01:00:00,-20.7,91.0,7.3,218,545.28,78.18,582.5999072656979,431.01,623.46,0,1,0,өвөл,0,night,1,6,1,0,0,613.9525914979234
2020,БЗД,36-р хороо,BM-01,8420,12,2020-01-06 02:00:00,-20.8,91.0,6.4,293,529.24,86.2,640.1044793386428,408.96,615.44,0,2,0,өвөл,0,night,1,6,1,0,0,594.3564521068457
